name,url,power,value 
Radha Dastoor (Earth-616),/wiki/Radha_Dastoor_(Earth-616),Intelligence,Learned
Radu (Microverse) (Earth-616),/wiki/Radu_(Microverse)_(Earth-616),Intelligence,Learned
Rakkhal (Earth-6966),/wiki/Rakkhal_(Earth-6966),Intelligence,Learned
Raksor (Earth-616),/wiki/Raksor_(Earth-616),Intelligence,Learned
Ralph Roberts (Earth-616),/wiki/Ralph_Roberts_(Earth-616),Intelligence,Learned
Randau (Earth-616),/wiki/Randau_(Earth-616),Intelligence,Learned
Ravenous (Earth-616),/wiki/Ravenous_(Earth-616),Intelligence,Learned
Ravonna Renslayer (Earth-6311),/wiki/Ravonna_Renslayer_(Earth-6311),Intelligence,Learned
Raymond Sikorski (Earth-616),/wiki/Raymond_Sikorski_(Earth-616),Intelligence,Learned
Rebecca Barnes (Heroes Reborn) (Earth-616),/wiki/Rebecca_Barnes_(Heroes_Reborn)_(Earth-616),Intelligence,Learned
Rebecca Blake (Earth-616),/wiki/Rebecca_Blake_(Earth-616),Intelligence,Learned
Red Raven (Earth-616),/wiki/Red_Raven_(Earth-616),Intelligence,Learned
Ree-Zee (Earth-616),/wiki/Ree-Zee_(Earth-616),Intelligence,Learned
Reignfire (Earth-616),/wiki/Reignfire_(Earth-616),Intelligence,Learned
Reiko Kurokaki (Earth-50701),/wiki/Reiko_Kurokaki_(Earth-50701),Intelligence,Learned
Reptyl (Earth-616),/wiki/Reptyl_(Earth-616),Intelligence,Learned
Richard Fisk (Earth-616),/wiki/Richard_Fisk_(Earth-616),Intelligence,Learned
Richard Jones (Earth-9309),/wiki/Richard_Jones_(Earth-9309),Intelligence,Learned
Richard Jones (Phantom Reporter) (Earth-616),/wiki/Richard_Jones_(Phantom_Reporter)_(Earth-616),Intelligence,Learned
Richard Parker (Earth-616),/wiki/Richard_Parker_(Earth-616),Intelligence,Learned
Richard Rory (Earth-616),/wiki/Richard_Rory_(Earth-616),Intelligence,Learned
Rick Mason (Earth-616),/wiki/Rick_Mason_(Earth-616),Intelligence,Learned
Rintrah (Earth-616),/wiki/Rintrah_(Earth-616),Intelligence,Learned
Robert Kelly (Earth-616),/wiki/Robert_Kelly_(Earth-616),Intelligence,Learned
Roberta (Earth-616),/wiki/Roberta_(Earth-616),Intelligence,Learned
Roberto Da Costa (Earth-616),/wiki/Roberto_Da_Costa_(Earth-616),Intelligence,Learned
Rocket Raccoon (Earth-616),/wiki/Rocket_Raccoon_(Earth-616),Intelligence,Learned
Rocket Raccoon (Earth-30847),/wiki/Rocket_Raccoon_(Earth-30847),Intelligence,Learned
Roddy McLeish (Earth-616),/wiki/Roddy_McLeish_(Earth-616),Intelligence,Learned
Roderick Campbell (Earth-616),/wiki/Roderick_Campbell_(Earth-616),Intelligence,Learned
Roderick Campbell (Earth-811),/wiki/Roderick_Campbell_(Earth-811),Intelligence,Learned
Roger Stephenson (Earth-616),/wiki/Roger_Stephenson_(Earth-616),Intelligence,Learned
Rogue (Anna Marie) (Earth-616),/wiki/Rogue_(Anna_Marie)_(Earth-616),Intelligence,Learned
Ronald Hilliard (Earth-616),/wiki/Ronald_Hilliard_(Earth-616),Intelligence,Learned
Rorgg (Earth-616),/wiki/Rorgg_(Earth-616),Intelligence,Learned
Rubanna Quormo (Earth-616),/wiki/Rubanna_Quormo_(Earth-616),Intelligence,Learned
Rupert Kemp (Earth-616),/wiki/Rupert_Kemp_(Earth-616),Intelligence,Learned
Rutherford Princeton III (Earth-616),/wiki/Rutherford_Princeton_III_(Earth-616),Intelligence,Learned
S'met'kth (Earth-616),/wiki/S%27met%27kth_(Earth-616),Intelligence,Learned
Sagbata (Earth-616),/wiki/Sagbata_(Earth-616),Intelligence,Learned
Salo (Earth-616),/wiki/Salo_(Earth-616),Intelligence,Learned
Samantha Parrington (Earth-616),/wiki/Samantha_Parrington_(Earth-616),Intelligence,Learned
Samuel John LaRoquette (Earth-616),/wiki/Samuel_John_LaRoquette_(Earth-616),Intelligence,Learned
Sandra Verdugo (Earth-616),/wiki/Sandra_Verdugo_(Earth-616),Intelligence,Learned
Sandy Vincent (Earth-616),/wiki/Sandy_Vincent_(Earth-616),Intelligence,Learned
Santa Claus (Earth-616),/wiki/Santa_Claus_(Earth-616),Intelligence,Learned
Sara Ehret (Earth-616),/wiki/Sara_Ehret_(Earth-616),Intelligence,Learned
Satana Hellstrom (Earth-616),/wiki/Satana_Hellstrom_(Earth-616),Intelligence,Learned
Saturnine (Earth-616),/wiki/Saturnine_(Earth-616),Intelligence,Learned
Scarlet Fasinera (Earth-616),/wiki/Scarlet_Fasinera_(Earth-616),Intelligence,Learned
Scott Summers (Earth-616),/wiki/Scott_Summers_(Earth-616),Intelligence,Learned
Sean Cassidy (Earth-616),/wiki/Sean_Cassidy_(Earth-616),Intelligence,Learned
Sean Watanabe (Earth-616),/wiki/Sean_Watanabe_(Earth-616),Intelligence,Learned
Sebastian Druid (Earth-616),/wiki/Sebastian_Druid_(Earth-616),Intelligence,Learned
Sebastian Shaw (Earth-616),/wiki/Sebastian_Shaw_(Earth-616),Intelligence,Learned
Sedna (Earth-616),/wiki/Sedna_(Earth-616),Intelligence,Learned
Seraph (Earth-616),/wiki/Seraph_(Earth-616),Intelligence,Learned
Sergei Kravinoff (Earth-616),/wiki/Sergei_Kravinoff_(Earth-616),Intelligence,Learned
Seth Voelker (Earth-616),/wiki/Seth_Voelker_(Earth-616),Intelligence,Learned
Shadow King (Multiverse),/wiki/Shadow_King_(Multiverse),Intelligence,Learned
Shagreen (Earth-5311),/wiki/Shagreen_(Earth-5311),Intelligence,Learned
Shalla-Bal (Construct) (Earth-616),/wiki/Shalla-Bal_(Construct)_(Earth-616),Intelligence,Learned
Shanna O'Hara (Earth-616),/wiki/Shanna_O%27Hara_(Earth-616),Intelligence,Learned
Shard Bishop (Earth-1191),/wiki/Shard_Bishop_(Earth-1191),Intelligence,Learned
Sharon Carter (Earth-616),/wiki/Sharon_Carter_(Earth-616),Intelligence,Learned
Sharra Neramani (Earth-616),/wiki/Sharra_Neramani_(Earth-616),Intelligence,Learned
Shazana (Earth-616),/wiki/Shazana_(Earth-616),Intelligence,Learned
Shela Sexton (Earth-616),/wiki/Shela_Sexton_(Earth-616),Intelligence,Learned
Shen Kuei (Earth-616),/wiki/Shen_Kuei_(Earth-616),Intelligence,Learned
Shep Gunderson (Earth-616),/wiki/Shep_Gunderson_(Earth-616),Intelligence,Learned
Shevaun Haldane (Earth-616),/wiki/Shevaun_Haldane_(Earth-616),Intelligence,Learned
Shialmar (Earth-616),/wiki/Shialmar_(Earth-616),Intelligence,Learned
Shingen Harada (Earth-616),/wiki/Shingen_Harada_(Earth-616),Intelligence,Learned
Shinobi Shaw (Earth-616),/wiki/Shinobi_Shaw_(Earth-616),Intelligence,Learned
Shola Inkose (Earth-616),/wiki/Shola_Inkose_(Earth-616),Intelligence,Learned
Shortpack (Earth-616),/wiki/Shortpack_(Earth-616),Intelligence,Learned
Shuma-Gorath (Multiverse),/wiki/Shuma-Gorath_(Multiverse),Intelligence,Learned
Silver Sable (Earth-1610),/wiki/Silver_Sable_(Earth-1610),Intelligence,Learned
Singularity (Multiverse),/wiki/Singularity_(Multiverse),Intelligence,Learned
Sire Hate (Earth-616),/wiki/Sire_Hate_(Earth-616),Intelligence,Learned
Sk'ym'x (Earth-712),/wiki/Sk%27ym%27x_(Earth-712),Intelligence,Learned
Skaar (Earth-616),/wiki/Skaar_(Earth-616),Intelligence,Learned
Skornn (Earth-616),/wiki/Skornn_(Earth-616),Intelligence,Learned
Skreet (Earth-616),/wiki/Skreet_(Earth-616),Intelligence,Learned
Slaymaster (Earth-616),/wiki/Slaymaster_(Earth-616),Intelligence,Learned
Sleeper (Symbiote) (Earth-616),/wiki/Sleeper_(Symbiote)_(Earth-616),Intelligence,Learned
Slorioth (Earth-616),/wiki/Slorioth_(Earth-616),Intelligence,Learned
Sn'Tlo (Earth-616),/wiki/Sn%27Tlo_(Earth-616),Intelligence,Learned
Sonya Tolsky (Earth-616),/wiki/Sonya_Tolsky_(Earth-616),Intelligence,Learned
Sophie Cuckoo (Earth-616),/wiki/Sophie_Cuckoo_(Earth-616),Intelligence,Learned
Sorrow (Earth-616),/wiki/Sorrow_(Earth-616),Intelligence,Learned
Spymaster (Ted Calloway) (Earth-616),/wiki/Spymaster_(Ted_Calloway)_(Earth-616),Intelligence,Learned
Stanley Carter (Earth-616),/wiki/Stanley_Carter_(Earth-616),Intelligence,Learned
Stellaris (Earth-616),/wiki/Stellaris_(Earth-616),Intelligence,Learned
Stephen Loss (Earth-616),/wiki/Stephen_Loss_(Earth-616),Intelligence,Learned
Steven Rogers (Earth-616),/wiki/Steven_Rogers_(Earth-616),Intelligence,Learned
Steven Rogers (Earth-1610),/wiki/Steven_Rogers_(Earth-1610),Intelligence,Learned
Steven Rogers (Earth-30847),/wiki/Steven_Rogers_(Earth-30847),Intelligence,Learned
Stewart Ward (Earth-616),/wiki/Stewart_Ward_(Earth-616),Intelligence,Learned
Stick (Earth-616),/wiki/Stick_(Earth-616),Intelligence,Learned
Sugar Man (Earth-295),/wiki/Sugar_Man_(Earth-295),Intelligence,Learned
Suma-Ket (Earth-616),/wiki/Suma-Ket_(Earth-616),Intelligence,Learned
Sundance (Earth-616),/wiki/Sundance_(Earth-616),Intelligence,Learned
Super-Skrull (Earth-20604),/wiki/Super-Skrull_(Earth-20604),Intelligence,Learned
Surtur (Earth-616),/wiki/Surtur_(Earth-616),Intelligence,Learned
Susan Scarbo (Earth-616),/wiki/Susan_Scarbo_(Earth-616),Intelligence,Learned
Susan Storm (Earth-616),/wiki/Susan_Storm_(Earth-616),Intelligence,Learned
Susan Storm (Malice) (Earth-616),/wiki/Susan_Storm_(Malice)_(Earth-616),Intelligence,Learned
Swordsman (Cotati) (Earth-616),/wiki/Swordsman_(Cotati)_(Earth-616),Intelligence,Learned
Sylene Lokisdóttir (Earth-982),/wiki/Sylene_Lokisd%C3%B3ttir_(Earth-982),Intelligence,Learned
Taboo (Earth-616),/wiki/Taboo_(Earth-616),Intelligence,Learned
Tagak (Earth-616),/wiki/Tagak_(Earth-616),Intelligence,Learned
Tako Shamara (Earth-616),/wiki/Tako_Shamara_(Earth-616),Intelligence,Learned
Takuya Yamashiro (Earth-51778),/wiki/Takuya_Yamashiro_(Earth-51778),Intelligence,Learned
Talisman (Australian) (Earth-616),/wiki/Talisman_(Australian)_(Earth-616),Intelligence,Learned
Tamara Rahn (Earth-616),/wiki/Tamara_Rahn_(Earth-616),Intelligence,Learned
Tanya Trask (Earth-616),/wiki/Tanya_Trask_(Earth-616),Intelligence,Learned
Tazza (Earth-616),/wiki/Tazza_(Earth-616),Intelligence,Learned
Tel-Kar (Earth-616),/wiki/Tel-Kar_(Earth-616),Intelligence,Learned
Terror (Shreck) (Earth-88194),/wiki/Terror_(Shreck)_(Earth-88194),Intelligence,Learned
Tezcatlipoca (Earth-616),/wiki/Tezcatlipoca_(Earth-616),Intelligence,Learned
Thaddeus Ross (Earth-616),/wiki/Thaddeus_Ross_(Earth-616),Intelligence,Learned
Thaddeus Ross (Earth-1610),/wiki/Thaddeus_Ross_(Earth-1610),Intelligence,Learned
Thakorr (Earth-616),/wiki/Thakorr_(Earth-616),Intelligence,Learned
Thog (Earth-616),/wiki/Thog_(Earth-616),Intelligence,Learned
Thomas Fireheart (Earth-616),/wiki/Thomas_Fireheart_(Earth-616),Intelligence,Learned
Thomas Jones (Earth-616),/wiki/Thomas_Jones_(Earth-616),Intelligence,Learned
Thomas Samuels (Earth-616),/wiki/Thomas_Samuels_(Earth-616),Intelligence,Learned
Thomas Stuart (Earth-616),/wiki/Thomas_Stuart_(Earth-616),Intelligence,Learned
Thor Odinson (Earth-1610),/wiki/Thor_Odinson_(Earth-1610),Intelligence,Learned
Tiamat (Champion) (Earth-616),/wiki/Tiamat_(Champion)_(Earth-616),Intelligence,Learned
Tigon Liger (Earth-616),/wiki/Tigon_Liger_(Earth-616),Intelligence,Learned
Tim Boo Ba (Earth-616),/wiki/Tim_Boo_Ba_(Earth-616),Intelligence,Learned
Titannus (Earth-616),/wiki/Titannus_(Earth-616),Intelligence,Learned
Topaz (Earth-616),/wiki/Topaz_(Earth-616),Intelligence,Learned
Torgo Nia (Earth-616),/wiki/Torgo_Nia_(Earth-616),Intelligence,Learned
Trader (Morlock) (Earth-616),/wiki/Trader_(Morlock)_(Earth-616),Intelligence,Learned
Tri-Sentinel (Earth-616),/wiki/Tri-Sentinel_(Earth-616),Intelligence,Learned
Tribune (Tane) (Earth-616),/wiki/Tribune_(Tane)_(Earth-616),Intelligence,Learned
Triton (Earth-616),/wiki/Triton_(Earth-616),Intelligence,Learned
Tutinax (Earth-616),/wiki/Tutinax_(Earth-616),Intelligence,Learned
Typhon (Earth-616),/wiki/Typhon_(Earth-616),Intelligence,Learned
Ultima Wordman (Earth-616),/wiki/Ultima_Wordman_(Earth-616),Intelligence,Learned
Ulysses Bloodstone (Earth-616),/wiki/Ulysses_Bloodstone_(Earth-616),Intelligence,Learned
Uncegila (Earth-616),/wiki/Uncegila_(Earth-616),Intelligence,Learned
Unspoken (Earth-616),/wiki/Unspoken_(Earth-616),Intelligence,Learned
Uroc (Earth-616),/wiki/Uroc_(Earth-616),Intelligence,Learned
Urthona (Earth-616),/wiki/Urthona_(Earth-616),Intelligence,Learned
Utgard-Loki (Earth-616),/wiki/Utgard-Loki_(Earth-616),Intelligence,Learned
Val Ventura (Earth-616),/wiki/Val_Ventura_(Earth-616),Intelligence,Learned
Valentina Allegra de Fontaine (Earth-616),/wiki/Valentina_Allegra_de_Fontaine_(Earth-616),Intelligence,Learned
Valeria Toomes (Earth-616),/wiki/Valeria_Toomes_(Earth-616),Intelligence,Learned
Valerie Cooper (Earth-616),/wiki/Valerie_Cooper_(Earth-616),Intelligence,Learned
Vampire (Criminal) (Earth-616),/wiki/Vampire_(Criminal)_(Earth-616),Intelligence,Learned
Vance Astro (Earth-691),/wiki/Vance_Astro_(Earth-691),Intelligence,Learned
Vance Astrovik (Earth-616),/wiki/Vance_Astrovik_(Earth-616),Intelligence,Learned
Vargas (Earth-616),/wiki/Vargas_(Earth-616),Intelligence,Learned
Varnae (Earth-616),/wiki/Varnae_(Earth-616),Intelligence,Learned
Varney (Mortimer) (Earth-616),/wiki/Varney_(Mortimer)_(Earth-616),Intelligence,Learned
Vera Cantor (Earth-616),/wiki/Vera_Cantor_(Earth-616),Intelligence,Learned
Vera Gemini (Earth-616),/wiki/Vera_Gemini_(Earth-616),Intelligence,Learned
Veranke (Earth-616),/wiki/Veranke_(Earth-616),Intelligence,Learned
Verdelet (Earth-616),/wiki/Verdelet_(Earth-616),Intelligence,Learned
Victor Borkowski (Earth-616),/wiki/Victor_Borkowski_(Earth-616),Intelligence,Learned
Victoria Montesi (Earth-616),/wiki/Victoria_Montesi_(Earth-616),Intelligence,Learned
Victoria Murdock (Earth-616),/wiki/Victoria_Murdock_(Earth-616),Intelligence,Learned
Virago (Earth-616),/wiki/Virago_(Earth-616),Intelligence,Learned
Virako (Earth-616),/wiki/Virako_(Earth-616),Intelligence,Learned
Vlad Dracula (Earth-616),/wiki/Vlad_Dracula_(Earth-616),Intelligence,Learned
Wanda Maximoff (Earth-616),/wiki/Wanda_Maximoff_(Earth-616),Intelligence,Learned
Warbringer (Earth-616),/wiki/Warbringer_(Earth-616),Intelligence,Learned
Warren Traveler (Earth-58163),/wiki/Warren_Traveler_(Earth-58163),Intelligence,Learned
Warren Worthington III (Earth-616),/wiki/Warren_Worthington_III_(Earth-616),Intelligence,Learned
Wendell Vaughn (Earth-616),/wiki/Wendell_Vaughn_(Earth-616),Intelligence,Learned
Wild One (Earth-616),/wiki/Wild_One_(Earth-616),Intelligence,Learned
Wilson Fisk (Earth-616),/wiki/Wilson_Fisk_(Earth-616),Intelligence,Learned
Wilson Fisk (Earth-1610),/wiki/Wilson_Fisk_(Earth-1610),Intelligence,Learned
Winston Manchester (Earth-616),/wiki/Winston_Manchester_(Earth-616),Intelligence,Learned
Witness (WWII) (Earth-616),/wiki/Witness_(WWII)_(Earth-616),Intelligence,Learned
Wong-Chu (Earth-616),/wiki/Wong-Chu_(Earth-616),Intelligence,Learned
Wundarr (Earth-616),/wiki/Wundarr_(Earth-616),Intelligence,Learned
Wyre (Earth-616),/wiki/Wyre_(Earth-616),Intelligence,Learned
Xandu (Sorcerer) (Earth-616),/wiki/Xandu_(Sorcerer)_(Earth-616),Intelligence,Learned
Xarus (Earth-616),/wiki/Xarus_(Earth-616),Intelligence,Learned
Xavin (Earth-616),/wiki/Xavin_(Earth-616),Intelligence,Learned
Xorr the God-Jewel (Earth-616),/wiki/Xorr_the_God-Jewel_(Earth-616),Intelligence,Learned
Y Ddraig Goch (Earth-616),/wiki/Y_Ddraig_Goch_(Earth-616),Intelligence,Learned
Yagzan (Earth-616),/wiki/Yagzan_(Earth-616),Intelligence,Learned
Yelena Belova (Earth-616),/wiki/Yelena_Belova_(Earth-616),Intelligence,Learned
Yondu Udonta (Earth-691),/wiki/Yondu_Udonta_(Earth-691),Intelligence,Learned
Yukio (Earth-616),/wiki/Yukio_(Earth-616),Intelligence,Learned
Yuriko Oyama (Earth-616),/wiki/Yuriko_Oyama_(Earth-616),Intelligence,Learned
Zachary Smith Jr. (Earth-616),/wiki/Zachary_Smith_Jr._(Earth-616),Intelligence,Learned
Zane Yama (Earth-982),/wiki/Zane_Yama_(Earth-982),Intelligence,Learned
Zhao Yen (Earth-616),/wiki/Zhao_Yen_(Earth-616),Intelligence,Learned
Zoe Culloden (Earth-616),/wiki/Zoe_Culloden_(Earth-616),Intelligence,Learned
Zota of Pergamum (Earth-616),/wiki/Zota_of_Pergamum_(Earth-616),Intelligence,Learned
A. G. Bell (Earth-616),/wiki/A._G._Bell_(Earth-616),Intelligence,Gifted
Aaron Nicholson (Earth-616),/wiki/Aaron_Nicholson_(Earth-616),Intelligence,Gifted
Aaron Stack (Earth-616),/wiki/Aaron_Stack_(Earth-616),Intelligence,Gifted
Abigail Wright (Earth-616),/wiki/Abigail_Wright_(Earth-616),Intelligence,Gifted
Abner Jenkins (Earth-616),/wiki/Abner_Jenkins_(Earth-616),Intelligence,Gifted
Abner Jonas (Earth-616),/wiki/Abner_Jonas_(Earth-616),Intelligence,Gifted
Abyss (Ex Nihilo's) (Earth-616),/wiki/Abyss_(Ex_Nihilo%27s)_(Earth-616),Intelligence,Gifted
Adam II (Earth-616),/wiki/Adam_II_(Earth-616),Intelligence,Gifted
Adriana Soria (Earth-616),/wiki/Adriana_Soria_(Earth-616),Intelligence,Gifted
Agatha Harkness (Earth-616),/wiki/Agatha_Harkness_(Earth-616),Intelligence,Gifted
Alain Racine (Earth-616),/wiki/Alain_Racine_(Earth-616),Intelligence,Gifted
Aleta Ogord (Earth-691),/wiki/Aleta_Ogord_(Earth-691),Intelligence,Gifted
Alex Wilder (Earth-616),/wiki/Alex_Wilder_(Earth-616),Intelligence,Gifted
Alice Nugent (Earth-616),/wiki/Alice_Nugent_(Earth-616),Intelligence,Gifted
Alistaire Armstrong (Earth-616),/wiki/Alistaire_Armstrong_(Earth-616),Intelligence,Gifted
Alkhema (Earth-616),/wiki/Alkhema_(Earth-616),Intelligence,Gifted
Alton Vibereaux (Earth-616),/wiki/Alton_Vibereaux_(Earth-616),Intelligence,Gifted
Amenhotep IV (Earth-4321),/wiki/Amenhotep_IV_(Earth-4321),Intelligence,Gifted
Amora (Earth-616),/wiki/Amora_(Earth-616),Intelligence,Gifted
Ananym (Earth-616),/wiki/Ananym_(Earth-616),Intelligence,Gifted
Anastasia Kravinoff (Earth-616),/wiki/Anastasia_Kravinoff_(Earth-616),Intelligence,Gifted
Anna-May Parker (Earth-18119),/wiki/Anna-May_Parker_(Earth-18119),Intelligence,Gifted
Anthony Davis (Earth-616),/wiki/Anthony_Davis_(Earth-616),Intelligence,Gifted
Anthony Davis (Earth-1610),/wiki/Anthony_Davis_(Earth-1610),Intelligence,Gifted
Anthony Masters (Earth-616),/wiki/Anthony_Masters_(Earth-616),Intelligence,Gifted
Anthony Masters (Earth-30847),/wiki/Anthony_Masters_(Earth-30847),Intelligence,Gifted
Anthony Power (Earth-616),/wiki/Anthony_Power_(Earth-616),Intelligence,Gifted
Anton Vanko (Whiplash) (Earth-616),/wiki/Anton_Vanko_(Whiplash)_(Earth-616),Intelligence,Gifted
Araki (Earth-616),/wiki/Araki_(Earth-616),Intelligence,Gifted
Arcturus Rann (Earth-616),/wiki/Arcturus_Rann_(Earth-616),Intelligence,Gifted
Arisen Tyrk (Earth-616),/wiki/Arisen_Tyrk_(Earth-616),Intelligence,Gifted
Armando Muñoz (Earth-616),/wiki/Armando_Mu%C3%B1oz_(Earth-616),Intelligence,Gifted
Arthur Maddicks (Earth-616),/wiki/Arthur_Maddicks_(Earth-616),Intelligence,Gifted
Arthur Parks (Earth-616),/wiki/Arthur_Parks_(Earth-616),Intelligence,Gifted
Autonomously Decisive Automated Mechanism (Earth-616),/wiki/Autonomously_Decisive_Automated_Mechanism_(Earth-616),Intelligence,Gifted
Barry Bauman (Earth-616),/wiki/Barry_Bauman_(Earth-616),Intelligence,Gifted
Barry Windom (Earth-616),/wiki/Barry_Windom_(Earth-616),Intelligence,Gifted
Bast (Earth-616),/wiki/Bast_(Earth-616),Intelligence,Gifted
Baymax (Earth-616),/wiki/Baymax_(Earth-616),Intelligence,Gifted
Belasco (Earth-616),/wiki/Belasco_(Earth-616),Intelligence,Gifted
Benjamin Rabin (Earth-616),/wiki/Benjamin_Rabin_(Earth-616),Intelligence,Gifted
Bereet (Earth-616),/wiki/Bereet_(Earth-616),Intelligence,Gifted
Bernie Lachenay (Earth-616),/wiki/Bernie_Lachenay_(Earth-616),Intelligence,Gifted
Betty Swanson (Earth-616),/wiki/Betty_Swanson_(Earth-616),Intelligence,Gifted
Big (Earth-616),/wiki/Big_(Earth-616),Intelligence,Gifted
Black Axe (Earth-616),/wiki/Black_Axe_(Earth-616),Intelligence,Gifted
Blackheart (Earth-616),/wiki/Blackheart_(Earth-616),Intelligence,Gifted
Bram Velsing (Earth-616),/wiki/Bram_Velsing_(Earth-616),Intelligence,Gifted
Bran Braddock (Earth-2122),/wiki/Bran_Braddock_(Earth-2122),Intelligence,Gifted
Buchanan Mitty (Earth-616),/wiki/Buchanan_Mitty_(Earth-616),Intelligence,Gifted
Buri (Earth-616),/wiki/Buri_(Earth-616),Intelligence,Gifted
Burtram Worthington (Earth-616),/wiki/Burtram_Worthington_(Earth-616),Intelligence,Gifted
Byrrah (Earth-616),/wiki/Byrrah_(Earth-616),Intelligence,Gifted
Caldwell Rozza (Earth-616),/wiki/Caldwell_Rozza_(Earth-616),Intelligence,Gifted
Cameron Hodge (Earth-616),/wiki/Cameron_Hodge_(Earth-616),Intelligence,Gifted
Carina Tivan (Earth-616),/wiki/Carina_Tivan_(Earth-616),Intelligence,Gifted
Carl Denti (Earth-616),/wiki/Carl_Denti_(Earth-616),Intelligence,Gifted
Carlie Cooper (Earth-616),/wiki/Carlie_Cooper_(Earth-616),Intelligence,Gifted
Carlton LaFroyge (Earth-616),/wiki/Carlton_LaFroyge_(Earth-616),Intelligence,Gifted
Cassandra Locke (Earth-700),/wiki/Cassandra_Locke_(Earth-700),Intelligence,Gifted
Cassandra Webb (Earth-616),/wiki/Cassandra_Webb_(Earth-616),Intelligence,Gifted
Cecilia Reyes (Earth-616),/wiki/Cecilia_Reyes_(Earth-616),Intelligence,Gifted
Century (Alien) (Earth-616),/wiki/Century_(Alien)_(Earth-616),Intelligence,Gifted
