name,url,min Durability,min Energy_Projection,min Fighting_Skills,min Intelligence,min Speed,min Strength,max Durability,max Energy_Projection,max Fighting_Skills,max Intelligence,max Speed,max Strength
Faiza Hussain (Earth-616),https://marvel.fandom.com/wiki/Faiza_Hussain_(Earth-616),2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
Fallen One (Herald) (Earth-616),https://marvel.fandom.com/wiki/Fallen_One_(Herald)_(Earth-616),6.0,6.0,3.0,2.0,7.0,6.0,6.0,6.0,3.0,2.0,7.0,6.0
Fang (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Fang_(Imperial_Guard)_(Earth-616),3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0
Farouk Al-Fasaud (Earth-616),https://marvel.fandom.com/wiki/Farouk_Al-Fasaud_(Earth-616),6.0,5.0,1.0,2.0,6.0,2.0,6.0,5.0,1.0,2.0,6.0,2.0
Fat Cobra (Earth-616),https://marvel.fandom.com/wiki/Fat_Cobra_(Earth-616),6.0,3.0,5.0,2.0,3.0,4.0,6.0,3.0,5.0,2.0,7.0,4.0
Father Darklyte (Earth-616),https://marvel.fandom.com/wiki/Father_Darklyte_(Earth-616),1.0,6.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,7.0,1.0
Fear (Dark Man) (Earth-616),https://marvel.fandom.com/wiki/Fear_(Dark_Man)_(Earth-616),7.0,6.0,4.0,3.0,3.0,7.0,7.0,6.0,4.0,3.0,7.0,7.0
Felicia Hardy (Earth-1610),https://marvel.fandom.com/wiki/Felicia_Hardy_(Earth-1610),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Felicia Hardy (Earth-616),https://marvel.fandom.com/wiki/Felicia_Hardy_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0
Felix Alvarez (Earth-616),https://marvel.fandom.com/wiki/Felix_Alvarez_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Fen (Earth-616),https://marvel.fandom.com/wiki/Fen_(Earth-616),3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0
Fera (Earth-616),https://marvel.fandom.com/wiki/Fera_(Earth-616),3.0,1.0,6.0,2.0,3.0,4.0,3.0,1.0,6.0,2.0,3.0,4.0
Ferdinand Lopez (Earth-616),https://marvel.fandom.com/wiki/Ferdinand_Lopez_(Earth-616),2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0
Feron (Excalibur) (Earth-616),https://marvel.fandom.com/wiki/Feron_(Excalibur)_(Earth-616),2.0,6.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0
Fever Pitch (Earth-616),https://marvel.fandom.com/wiki/Fever_Pitch_(Earth-616),3.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0
Fin Fang Foom (Earth-616),https://marvel.fandom.com/wiki/Fin_Fang_Foom_(Earth-616),6.0,5.0,5.0,4.0,2.0,7.0,6.0,5.0,5.0,4.0,2.0,7.0
Fiona Knoblach (Earth-616),https://marvel.fandom.com/wiki/Fiona_Knoblach_(Earth-616),4.0,6.0,5.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,7.0,2.0
Fireclaw (Earth-616),https://marvel.fandom.com/wiki/Fireclaw_(Earth-616),4.0,3.0,7.0,3.0,5.0,7.0,4.0,3.0,7.0,3.0,5.0,7.0
Fireflyte (Earth-616),https://marvel.fandom.com/wiki/Fireflyte_(Earth-616),3.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0
First Fallen (Earth-616),https://marvel.fandom.com/wiki/First_Fallen_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Flavius Scollio (Earth-616),https://marvel.fandom.com/wiki/Flavius_Scollio_(Earth-616),6.0,4.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0
Fletcher Traynor (Earth-616),https://marvel.fandom.com/wiki/Fletcher_Traynor_(Earth-616),6.0,4.0,2.0,2.0,2.0,5.0,6.0,4.0,2.0,2.0,2.0,5.0
Flexo (Earth-616),https://marvel.fandom.com/wiki/Flexo_(Earth-616),5.0,1.0,2.0,2.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,4.0
Flint Marko (Earth-1610),https://marvel.fandom.com/wiki/Flint_Marko_(Earth-1610),5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0
Flying Tiger (Earth-616),https://marvel.fandom.com/wiki/Flying_Tiger_(Earth-616),5.0,1.0,4.0,2.0,3.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0
Forever Man (Mutant) (Earth-616),https://marvel.fandom.com/wiki/Forever_Man_(Mutant)_(Earth-616),1.0,1.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,5.0,6.0,6.0
Forge (Earth-616),https://marvel.fandom.com/wiki/Forge_(Earth-616),2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0
Frances Barrison (Earth-616),https://marvel.fandom.com/wiki/Frances_Barrison_(Earth-616),3.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0
Francis Fanny (Earth-616),https://marvel.fandom.com/wiki/Francis_Fanny_(Earth-616),6.0,2.0,4.0,3.0,3.0,4.0,6.0,2.0,4.0,3.0,3.0,4.0
Francis Klum (Earth-616),https://marvel.fandom.com/wiki/Francis_Klum_(Earth-616),2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,2.0
Francisco Milan (Earth-616),https://marvel.fandom.com/wiki/Francisco_Milan_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Frank Bigelow (Earth-616),https://marvel.fandom.com/wiki/Frank_Bigelow_(Earth-616),7.0,5.0,3.0,1.0,3.0,6.0,7.0,5.0,3.0,1.0,3.0,6.0
Frank Bohannan (Earth-616),https://marvel.fandom.com/wiki/Frank_Bohannan_(Earth-616),5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0
Frank Castle (Earth-1610),https://marvel.fandom.com/wiki/Frank_Castle_(Earth-1610),2.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,6.0,3.0,2.0,3.0
Frank Castle (Earth-616),https://marvel.fandom.com/wiki/Frank_Castle_(Earth-616),2.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,6.0,3.0,2.0,3.0
Frank Drake (Earth-616),https://marvel.fandom.com/wiki/Frank_Drake_(Earth-616),2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
Frank Farnum (Earth-616),https://marvel.fandom.com/wiki/Frank_Farnum_(Earth-616),2.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0
Frank Johnson (Earth-616),https://marvel.fandom.com/wiki/Frank_Johnson_(Earth-616),6.0,1.0,3.0,2.0,2.0,6.0,6.0,1.0,3.0,2.0,2.0,6.0
Frank Oliver (Earth-1610),https://marvel.fandom.com/wiki/Frank_Oliver_(Earth-1610),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Frank Payne (Earth-616),https://marvel.fandom.com/wiki/Frank_Payne_(Earth-616),2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
Frank Simpson (Earth-616),https://marvel.fandom.com/wiki/Frank_Simpson_(Earth-616),3.0,1.0,6.0,1.0,3.0,3.0,3.0,1.0,6.0,1.0,3.0,3.0
Frank Skorina (Earth-616),https://marvel.fandom.com/wiki/Frank_Skorina_(Earth-616),6.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0
Frank Smith (Earth-616),https://marvel.fandom.com/wiki/Frank_Smith_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
Frankenstein's Monster (Earth-616),https://marvel.fandom.com/wiki/Frankenstein%27s_Monster_(Earth-616),4.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0
Frankie Raye (Earth-616),https://marvel.fandom.com/wiki/Frankie_Raye_(Earth-616),6.0,6.0,2.0,2.0,7.0,5.0,6.0,6.0,2.0,2.0,7.0,5.0
Franklin Hall (Earth-616),https://marvel.fandom.com/wiki/Franklin_Hall_(Earth-616),6.0,7.0,2.0,4.0,6.0,2.0,6.0,7.0,2.0,4.0,6.0,2.0
Franklin Nelson (Earth-616),https://marvel.fandom.com/wiki/Franklin_Nelson_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Franklin Richards (Earth-616),https://marvel.fandom.com/wiki/Franklin_Richards_(Earth-616),3.0,7.0,2.0,4.0,2.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0
Franklin Richards (Earth-6311),https://marvel.fandom.com/wiki/Franklin_Richards_(Earth-6311),6.0,6.0,4.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,3.0,2.0
Franklin Storm (Earth-616),https://marvel.fandom.com/wiki/Franklin_Storm_(Earth-616),2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
Freak (Vagrant) (Earth-616),https://marvel.fandom.com/wiki/Freak_(Vagrant)_(Earth-616),7.0,1.0,2.0,2.0,2.0,4.0,7.0,1.0,2.0,2.0,2.0,4.0
Fred Davis Jr. (Earth-616),https://marvel.fandom.com/wiki/Fred_Davis_Jr._(Earth-616),2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0
Frederick Dukes (Earth-616),https://marvel.fandom.com/wiki/Frederick_Dukes_(Earth-616),3.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,4.0
Frederick Duncan (Earth-616),https://marvel.fandom.com/wiki/Frederick_Duncan_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
Frederick Foswell (Earth-616),https://marvel.fandom.com/wiki/Frederick_Foswell_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Frederick Myers (Earth-1610),https://marvel.fandom.com/wiki/Frederick_Myers_(Earth-1610),2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0
Frederick Myers (Earth-616),https://marvel.fandom.com/wiki/Frederick_Myers_(Earth-616),5.0,6.0,4.0,3.0,3.0,2.0,5.0,6.0,4.0,3.0,3.0,2.0
Frederick Thompson (Earth-1610),https://marvel.fandom.com/wiki/Frederick_Thompson_(Earth-1610),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Freki (Earth-616),https://marvel.fandom.com/wiki/Freki_(Earth-616),3.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0
Freyja Freyrdottir (Earth-616),https://marvel.fandom.com/wiki/Freyja_Freyrdottir_(Earth-616),6.0,6.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,4.0
Friedrich von Roehm (Earth-616),https://marvel.fandom.com/wiki/Friedrich_von_Roehm_(Earth-616),3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0
Fritz von Meyer (Earth-616),https://marvel.fandom.com/wiki/Fritz_von_Meyer_(Earth-616),7.0,1.0,2.0,4.0,3.0,1.0,7.0,1.0,2.0,4.0,3.0,1.0
Full Acclimation Combat And Defence Explo-skeleton (Earth-616),https://marvel.fandom.com/wiki/Full_Acclimation_Combat_And_Defence_Explo-skeleton_(Earth-616),5.0,6.0,2.0,2.0,4.0,5.0,5.0,6.0,2.0,2.0,4.0,5.0
Fully Automated Unit of Structural Technology (Earth-616),https://marvel.fandom.com/wiki/Fully_Automated_Unit_of_Structural_Technology_(Earth-616),6.0,6.0,2.0,5.0,7.0,7.0,6.0,6.0,2.0,5.0,7.0,7.0
Fury (Earth-238),https://marvel.fandom.com/wiki/Fury_(Earth-238),7.0,6.0,5.0,1.0,3.0,7.0,7.0,6.0,5.0,1.0,7.0,7.0
G-Type (Earth-616),https://marvel.fandom.com/wiki/G-Type_(Earth-616),3.0,5.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0
Gabriel (Devil-Hunter) (Earth-616),https://marvel.fandom.com/wiki/Gabriel_(Devil-Hunter)_(Earth-616),2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
Gabriel Jones (Earth-616),https://marvel.fandom.com/wiki/Gabriel_Jones_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Gabriel Lan (Earth-616),https://marvel.fandom.com/wiki/Gabriel_Lan_(Earth-616),6.0,6.0,4.0,3.0,7.0,7.0,6.0,6.0,4.0,3.0,7.0,7.0
Gabriel Stacy (Earth-616),https://marvel.fandom.com/wiki/Gabriel_Stacy_(Earth-616),4.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0
Gabriel Summers (Earth-616),https://marvel.fandom.com/wiki/Gabriel_Summers_(Earth-616),6.0,7.0,3.0,2.0,3.0,2.0,6.0,7.0,3.0,2.0,3.0,2.0
Gaea (Earth-616),https://marvel.fandom.com/wiki/Gaea_(Earth-616),7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0
Gaia (Earth-616),https://marvel.fandom.com/wiki/Gaia_(Earth-616),3.0,6.0,2.0,3.0,2.0,4.0,3.0,6.0,2.0,3.0,2.0,4.0
Galan (Earth-616),https://marvel.fandom.com/wiki/Galan_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Galaxy Master (Earth-616),https://marvel.fandom.com/wiki/Galaxy_Master_(Earth-616),6.0,6.0,2.0,2.0,6.0,7.0,6.0,6.0,2.0,2.0,6.0,7.0
Gallowglass (Earth-1610),https://marvel.fandom.com/wiki/Gallowglass_(Earth-1610),6.0,4.0,2.0,3.0,2.0,7.0,6.0,4.0,2.0,3.0,2.0,7.0
Gamesmaster (Earth-616),https://marvel.fandom.com/wiki/Gamesmaster_(Earth-616),2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,7.0,2.0,2.0
Gamora Zen Whoberi Ben Titan (Earth-7528),https://marvel.fandom.com/wiki/Gamora_Zen_Whoberi_Ben_Titan_(Earth-7528),3.0,1.0,6.0,3.0,4.0,3.0,3.0,1.0,6.0,3.0,4.0,3.0
Ganymede (Alien) (Earth-616),https://marvel.fandom.com/wiki/Ganymede_(Alien)_(Earth-616),6.0,4.0,6.0,2.0,7.0,5.0,6.0,4.0,6.0,2.0,7.0,5.0
Garabed Bashur (Earth-616),https://marvel.fandom.com/wiki/Garabed_Bashur_(Earth-616),2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0
Gargantus (Alien Robot) (Earth-616),https://marvel.fandom.com/wiki/Gargantus_(Alien_Robot)_(Earth-616),4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0
Garko (Earth-616),https://marvel.fandom.com/wiki/Garko_(Earth-616),2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0
Garm (Earth-616),https://marvel.fandom.com/wiki/Garm_(Earth-616),3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0
Garrison Kane (Earth-616),https://marvel.fandom.com/wiki/Garrison_Kane_(Earth-616),5.0,6.0,6.0,2.0,3.0,5.0,5.0,6.0,6.0,2.0,3.0,5.0
Garrison Klum (Earth-616),https://marvel.fandom.com/wiki/Garrison_Klum_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Garthan Saal (Earth-616),https://marvel.fandom.com/wiki/Garthan_Saal_(Earth-616),3.0,4.0,5.0,1.0,6.0,5.0,7.0,6.0,5.0,3.0,7.0,7.0
Gary Buser (Earth-616),https://marvel.fandom.com/wiki/Gary_Buser_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Gary Gilbert (Earth-616),https://marvel.fandom.com/wiki/Gary_Gilbert_(Earth-616),2.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0
"Gary Wilton, Jr. (Earth-616)","https://marvel.fandom.com/wiki/Gary_Wilton,_Jr._(Earth-616)",3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0
Gateway (Earth-616),https://marvel.fandom.com/wiki/Gateway_(Earth-616),2.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,7.0,2.0
Gaunt (Earth-29283),https://marvel.fandom.com/wiki/Gaunt_(Earth-29283),6.0,5.0,6.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0,3.0,4.0
Gaveedra Seven (Mojoverse),https://marvel.fandom.com/wiki/Gaveedra_Seven_(Mojoverse),4.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0
Gavin Grant (Earth-616),https://marvel.fandom.com/wiki/Gavin_Grant_(Earth-616),4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0
Gaza (Earth-616),https://marvel.fandom.com/wiki/Gaza_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Gazer (Earth-616),https://marvel.fandom.com/wiki/Gazer_(Earth-616),3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,7.0,4.0
Geatar (Earth-616),https://marvel.fandom.com/wiki/Geatar_(Earth-616),3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,7.0
Geldoff (Earth-1610),https://marvel.fandom.com/wiki/Geldoff_(Earth-1610),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Generic Super-Hero (Earth-84041),https://marvel.fandom.com/wiki/Generic_Super-Hero_(Earth-84041),3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0
Genis-Vell (Earth-616),https://marvel.fandom.com/wiki/Genis-Vell_(Earth-616),7.0,6.0,3.0,2.0,7.0,5.0,7.0,6.0,3.0,7.0,7.0,5.0
Gennady Gavrilov (Earth-616),https://marvel.fandom.com/wiki/Gennady_Gavrilov_(Earth-616),6.0,3.0,2.0,2.0,3.0,5.0,6.0,3.0,2.0,2.0,3.0,5.0
Geometer (Earth-616),https://marvel.fandom.com/wiki/Geometer_(Earth-616),3.0,5.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,6.0,7.0,3.0
George Smith (Earth-616),https://marvel.fandom.com/wiki/George_Smith_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0
George Stacy (Earth-616),https://marvel.fandom.com/wiki/George_Stacy_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
George Tarleton (Earth-30847),https://marvel.fandom.com/wiki/George_Tarleton_(Earth-30847),1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0
George Tarleton (Earth-616),https://marvel.fandom.com/wiki/George_Tarleton_(Earth-616),1.0,6.0,1.0,6.0,1.0,1.0,5.0,6.0,1.0,6.0,7.0,5.0
George Washington Bridge (Earth-616),https://marvel.fandom.com/wiki/George_Washington_Bridge_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Georges Batroc (Earth-616),https://marvel.fandom.com/wiki/Georges_Batroc_(Earth-616),2.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,3.0
Gerald Marsh (Earth-616),https://marvel.fandom.com/wiki/Gerald_Marsh_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0
Gerald Stone (Earth-616),https://marvel.fandom.com/wiki/Gerald_Stone_(Earth-616),2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0
Geri (Earth-616),https://marvel.fandom.com/wiki/Geri_(Earth-616),3.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0
Gertrude Yorkes (Earth-616),https://marvel.fandom.com/wiki/Gertrude_Yorkes_(Earth-616),2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0
Gh'Ree and R'Hos Blood (Earth-616),https://marvel.fandom.com/wiki/Gh%27Ree_and_R%27Hos_Blood_(Earth-616),6.0,1.0,4.0,2.0,2.0,5.0,6.0,1.0,4.0,2.0,2.0,5.0
Ghaur (Earth-616),https://marvel.fandom.com/wiki/Ghaur_(Earth-616),2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0
Ghost (Earth-616),https://marvel.fandom.com/wiki/Ghost_(Earth-616),2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0
Ghoul (Killer) (Earth-616),https://marvel.fandom.com/wiki/Ghoul_(Killer)_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,2.0
Giacomo Fortunato (Earth-616),https://marvel.fandom.com/wiki/Giacomo_Fortunato_(Earth-616),2.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0
Gianna Esperanza (Earth-616),https://marvel.fandom.com/wiki/Gianna_Esperanza_(Earth-616),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Gideon Mace (Earth-616),https://marvel.fandom.com/wiki/Gideon_Mace_(Earth-616),2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Gilgamesh (Earth-616),https://marvel.fandom.com/wiki/Gilgamesh_(Earth-616),7.0,6.0,4.0,2.0,4.0,7.0,7.0,6.0,4.0,2.0,4.0,7.0
Gilpetperdon (Earth-616),https://marvel.fandom.com/wiki/Gilpetperdon_(Earth-616),7.0,5.0,2.0,3.0,6.0,7.0,7.0,5.0,2.0,3.0,6.0,7.0
Giraud (Earth-691),https://marvel.fandom.com/wiki/Giraud_(Earth-691),2.0,1.0,4.0,2.0,2.0,2.0,7.0,7.0,4.0,2.0,7.0,2.0
Gitche Manitou (Earth-616),https://marvel.fandom.com/wiki/Gitche_Manitou_(Earth-616),6.0,6.0,4.0,5.0,3.0,6.0,6.0,6.0,4.0,7.0,7.0,7.0
Giuletta Nefaria (3rd Bio-Duplicate) (Earth-616),https://marvel.fandom.com/wiki/Giuletta_Nefaria_(3rd_Bio-Duplicate)_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Giuletta Nefaria (Earth-616),https://marvel.fandom.com/wiki/Giuletta_Nefaria_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Glah-Ree (Earth-616),https://marvel.fandom.com/wiki/Glah-Ree_(Earth-616),4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0
Glenda Sandoval (Earth-616),https://marvel.fandom.com/wiki/Glenda_Sandoval_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Glenn Talbot (Earth-616),https://marvel.fandom.com/wiki/Glenn_Talbot_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Glitternight (Earth-616),https://marvel.fandom.com/wiki/Glitternight_(Earth-616),2.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0
Gloria Grant (Earth-616),https://marvel.fandom.com/wiki/Gloria_Grant_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Gloria Muñoz (Earth-616),https://marvel.fandom.com/wiki/Gloria_Mu%C3%B1oz_(Earth-616),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Gnome (Scientist) (Earth-616),https://marvel.fandom.com/wiki/Gnome_(Scientist)_(Earth-616),1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0
Goddess (Earth-616),https://marvel.fandom.com/wiki/Goddess_(Earth-616),3.0,4.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0
Godseye (Earth-616),https://marvel.fandom.com/wiki/Godseye_(Earth-616),6.0,6.0,1.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,7.0,7.0
Godstorm (Earth-616),https://marvel.fandom.com/wiki/Godstorm_(Earth-616),6.0,6.0,2.0,1.0,3.0,7.0,6.0,6.0,2.0,1.0,3.0,7.0
Gog (Tsiln) (Earth-616),https://marvel.fandom.com/wiki/Gog_(Tsiln)_(Earth-616),6.0,1.0,4.0,4.0,2.0,7.0,6.0,1.0,4.0,4.0,7.0,7.0
Golem (Statue) (Earth-616),https://marvel.fandom.com/wiki/Golem_(Statue)_(Earth-616),6.0,1.0,2.0,2.0,2.0,6.0,6.0,1.0,2.0,2.0,2.0,6.0
Googam (Earth-616),https://marvel.fandom.com/wiki/Googam_(Earth-616),3.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,5.0
Gor-Tok (Earth-616),https://marvel.fandom.com/wiki/Gor-Tok_(Earth-616),4.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0
Gordon Thomas (Earth-616),https://marvel.fandom.com/wiki/Gordon_Thomas_(Earth-616),2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
Gorgilla (Earth-616),https://marvel.fandom.com/wiki/Gorgilla_(Earth-616),3.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,5.0
Gorgon Petragon (Earth-616),https://marvel.fandom.com/wiki/Gorgon_Petragon_(Earth-616),3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0
Gormuu (Earth-616),https://marvel.fandom.com/wiki/Gormuu_(Earth-616),6.0,1.0,4.0,3.0,3.0,6.0,6.0,1.0,4.0,3.0,3.0,6.0
Gorr (New Men) (Earth-616),https://marvel.fandom.com/wiki/Gorr_(New_Men)_(Earth-616),3.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0
Grannz (Earth-616),https://marvel.fandom.com/wiki/Grannz_(Earth-616),2.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0
Grasshopper (Skrull) (Earth-616),https://marvel.fandom.com/wiki/Grasshopper_(Skrull)_(Earth-616),3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0
